Дзержинский район;1;one_neighbourhood;0;true
Данилиха;19;one_street;1;true
Блюхера ул.;140;hous_street;19;true
3а;;;140;
3;;;140;
5;;;140;
7а;;;140;
7;;;140;
Вильвенская ул.;221;hous_street;19;true
1;;;221;
3;;;221;
5;;;221;
6;;;221;
7;;;221;
9;;;221;
11;;;221;
13;;;221;
15;;;221;
17;;;221;
19;;;221;
21;;;221;
Голева ул.;301;hous_street;19;true
1;;;301;
2а;;;301;
2;;;301;
3;;;301;
4;;;301;
5а;;;301;
5б;;;301;
5;;;301;
6;;;301;
7;;;301;
8;;;301;
9а;;;301;
9;;;301;
10а;;;301;
10б;;;301;
10;;;301;
11;;;301;
12а;;;301;
12;;;301;
13а;;;301;
13;;;301;
14;;;301;
15;;;301;
16;;;301;
17;;;301;
19;;;301;
21;;;301;
Горняков ул.;309;hous_street;19;true
3;;;309;
6;;;309;
7;;;309;
8;;;309;
Грузинская ул.;330;hous_street;19;true
3;;;330;
5;;;330;
7;;;330;
9а;;;330;
9;;;330;
11а;;;330;
11;;;330;
13;;;330;
15;;;330;
Данилихинская ул.;338;hous_street;19;true
1;;;338;
3;;;338;
4;;;338;
5;;;338;
6;;;338;
7;;;338;
9;;;338;
10;;;338;
11;;;338;
12;;;338;
14;;;338;
Кисловодская ул.;562;hous_street;19;true
12;;;562;
13;;;562;
15;;;562;
17;;;562;
Ключевая 3-я ул.;571;hous_street;19;
Коммунаров ул.;596;hous_street;19;true
5;;;596;
7;;;596;
9;;;596;
18;;;596;
20;;;596;
24;;;596;
26;;;596;
28;;;596;
Космонавтов ш.;624;hous_street;19;true
1;;;624;
4;;;624;
6а;;;624;
6;;;624;
8;;;624;
10а;;;624;
10;;;624;
11;;;624;
12а;;;624;
12;;;624;
13;;;624;
14;;;624;
15а;;;624;
15;;;624;
16;;;624;
17в;;;624;
17;;;624;
18;;;624;
19а;;;624;
22;;;624;
23;;;624;
24;;;624;
25;;;624;
26;;;624;
27а;;;624;
29;;;624;
44;;;624;
47;;;624;
48;;;624;
48 Б;;;624;
49;;;624;
50;;;624;
51;;;624;
53;;;624;
54;;;624;
55;;;624;
56;;;624;
57;;;624;
58;;;624;
59а;;;624;
59;;;624;
61а;;;624;
61б;;;624;
61;;;624;
62;;;624;
63;;;624;
65а;;;624;
65;;;624;
72;;;624;
74;;;624;
76;;;624;
80;;;624;
82а;;;624;
82;;;624;
82/9;;;624;
84а;;;624;
84;;;624;
86;;;624;
88;;;624;
90;;;624;
92;;;624;
94;;;624;
96;;;624;
98;;;624;
100;;;624;
102;;;624;
104;;;624;
106;;;624;
108;;;624;
110;;;624;
111;;;624;
111/1;;;624;
111/2;;;624;
111/3;;;624;
111/5;;;624;
111/9;;;624;
111/10;;;624;
111/11;;;624;
111/12;;;624;
111/21;;;624;
111/22;;;624;
111/27;;;624;
111/29;;;624;
111/43;;;624;
111/45;;;624;
111/53;;;624;
112;;;624;
113а;;;624;
113;;;624;
114;;;624;
115а;;;624;
115б;;;624;
115;;;624;
117;;;624;
119;;;624;
121;;;624;
127;;;624;
129;;;624;
131а;;;624;
131;;;624;
137;;;624;
141;;;624;
156а;;;624;
156;;;624;
158а;;;624;
158б;;;624;
160;;;624;
162а;;;624;
162б;;;624;
162;;;624;
162 лит.Ш;;;624;
162/5;;;624;
164а;;;624;
164;;;624;
166в;;;624;
166г;;;624;
166;;;624;
166/2;;;624;
168в;;;624;
169а;;;624;
169;;;624;
170;;;624;
171а;;;624;
171;;;624;
172;;;624;
173а;;;624;
173б;;;624;
173;;;624;
174;;;624;
175а;;;624;
177;;;624;
178;;;624;
179а;;;624;
180;;;624;
181а;;;624;
181;;;624;
182;;;624;
183;;;624;
185а;;;624;
185;;;624;
186;;;624;
188;;;624;
190а;;;624;
190;;;624;
191;;;624;
192а;;;624;
192;;;624;
193а;;;624;
193б;;;624;
193;;;624;
194а;;;624;
194;;;624;
195;;;624;
197а;;;624;
197;;;624;
199а;;;624;
199;;;624;
201;;;624;
202а;;;624;
202;;;624;
203а;;;624;
204;;;624;
205а;;;624;
205;;;624;
206;;;624;
207;;;624;
209;;;624;
212;;;624;
213;;;624;
215;;;624;
217;;;624;
218;;;624;
220;;;624;
224а;;;624;
237;;;624;
240;;;624;
241;;;624;
242;;;624;
243;;;624;
244а;;;624;
244;;;624;
244 Б;;;624;
245;;;624;
247;;;624;
248;;;624;
249;;;624;
250;;;624;
251;;;624;
252;;;624;
253;;;624;
254;;;624;
255;;;624;
258;;;624;
259;;;624;
260;;;624;
263;;;624;
264;;;624;
265;;;624;
267;;;624;
269;;;624;
271;;;624;
273;;;624;
277;;;624;
279;;;624;
285;;;624;
287;;;624;
295;;;624;
301;;;624;
304а;;;624;
304;;;624;
304/3;;;624;
305;;;624;
306;;;624;
306 А;;;624;
308а;;;624;
308;;;624;
310а;;;624;
310в;;;624;
310г;;;624;
310;;;624;
310/5;;;624;
310/6;;;624;
312а;;;624;
312б;;;624;
312д;;;624;
312;;;624;
313;;;624;
315а;;;624;
315;;;624;
316а;;;624;
316а/1;;;624;
316а/5;;;624;
316б;;;624;
316в;;;624;
316г;;;624;
316л;;;624;
316;;;624;
316/1;;;624;
316/2;;;624;
316/4;;;624;
316/5;;;624;
316/6;;;624;
316/7;;;624;
316/14;;;624;
316/16А;;;624;
316/16;;;624;
316/21;;;624;
318а;;;624;
318б;;;624;
318;;;624;
320а;;;624;
320б;;;624;
320в;;;624;
320г;;;624;
320;;;624;
321;;;624;
322а;;;624;
322;;;624;
323;;;624;
324;;;624;
325;;;624;
325 А;;;624;
326;;;624;
328;;;624;
328/1;;;624;
330а;;;624;
330а/2;;;624;
330а/4;;;624;
330а/7;;;624;
330а/8;;;624;
330б;;;624;
330;;;624;
331;;;624;
332а;;;624;
335;;;624;
346;;;624;
347;;;624;
349;;;624;
353;;;624;
354;;;624;
355а;;;624;
355;;;624;
359;;;624;
364;;;624;
366;;;624;
368а;;;624;
368б;;;624;
368в;;;624;
368д;;;624;
368;;;624;
368/2;;;624;
370;;;624;
380;;;624;
381;;;624;
393а;;;624;
393б;;;624;
393в;;;624;
393;;;624;
395а;;;624;
395б;;;624;
395в;;;624;
395г;;;624;
395я;;;624;
395;;;624;
397а;;;624;
397б;;;624;
397в;;;624;
397;;;624;
399а;;;624;
399б;;;624;
399в;;;624;
399;;;624;
401;;;624;
403;;;624;
413;;;624;
427;;;624;
429;;;624;
Котовского ул.;632;hous_street;19;true
2;;;632;
4;;;632;
6;;;632;
Крисанова ул.;675;hous_street;19;true
3;;;675;
4;;;675;
5;;;675;
6;;;675;
7;;;675;
8;;;675;
10;;;675;
11а;;;675;
11;;;675;
12а;;;675;
12б;;;675;
12в;;;675;
12;;;675;
13;;;675;
15;;;675;
16;;;675;
17;;;675;
17/27;;;675;
18а;;;675;
18б;;;675;
19а;;;675;
19;;;675;
20а;;;675;
20б;;;675;
20в;;;675;
21;;;675;
22а;;;675;
22;;;675;
23;;;675;
24;;;675;
25;;;675;
26а;;;675;
26б;;;675;
26;;;675;
27;;;675;
28;;;675;
29;;;675;
32;;;675;
34;;;675;
39а;;;675;
47;;;675;
57а;;;675;
59;;;675;
61;;;675;
63;;;675;
67;;;675;
68;;;675;
69;;;675;
71;;;675;
73а;;;675;
73;;;675;
75;;;675;
77;;;675;
Кронштадтская ул.;677;hous_street;19;true
4;;;677;
6;;;677;
10;;;677;
12;;;677;
35;;;677;
39а;;;677;
39б;;;677;
39;;;677;
46;;;677;
64;;;677;
Крылова ул.;680;hous_street;19;true
4;;;680;
34;;;680;
36;;;680;
Луговой пер.;783;hous_street;19;
Малая Данилихинская ул.;814;hous_street;19;true
8;;;814;
9;;;814;
10;;;814;
Маршрутная ул.;828;hous_street;19;true
1;;;828;
4;;;828;
5;;;828;
7;;;828;
9а;;;828;
9;;;828;
10а;;;828;
10;;;828;
11а;;;828;
11б;;;828;
11в;;;828;
